Carimbo de data/hora;Neologismo;Classe gramatical;Tipologia;Elaborado por:;Contexto 1;Fonte 1;Contexto 2;Fonte 2;Contexto 3;Fonte 3
09/02/2023 12:06;Tokenizar;verbo;dois processos (especificar na nota);;"No final de janeiro, Miebach, de 55 anos, disse a analistas e acionistas que sua empresa havia ultrapassado 2 bilhões de transações ""TOKENIZADAS"" por mês...; ""Hoje, a TOKENIZAÇÃO na Mastercard significa substituir o número de 16 dígitos do seu cartão de crédito de plástico por um registro digital exclusivo superseguro para cada transação...""()";https://forbes.com.br/forbes-money/2023/02/como-mastercard-goldman-sachs-e-outros-titas-usam-o-blockchain/;"Startup quer tokenizar grãos no Brasil e revolucionar o agro com blockchain e parceria com a Visa""";https://exame.com/future-of-money/startup-quer-tokenizar-graos-no-brasil-e-revolucionar-o-agro-com-blockchain-e-parceria-com-a-visa/;"Itaú lança plataforma própria para tokenizar ativos""";https://startups.com.br/noticias/itau-lanca-plataforma-propria-para-tokenizar-ativos/
25/04/2023 11:01;embedar;verbo;dois processos (especificar na nota);Fernanda;Para “embedar” vídeos no Twitter, você precisa abrir o Tweet com vídeo no navegador, copiar seu código HTML e colá-lo no seu tweet - Olhar Digital.;https://olhardigital.com.br/2023/02/28/dicas-e-tutoriais/como-embedar-videos-no-twitter/;É importante saber como embedar podcast em seu site ou blog, já que serão seus principais meios de comunicação com seu público - Feed Gurus );https://feedgurus.com/como-embedar-podcast/;Como embedo o vídeo no meu site? - VTurb;https://ajuda.vturb.com.br/pt/article/como-embedo-o-video-no-meu-site-624imu/
24/08/2023 21:35;bugar;verbo;derivação sufixal;Karina;Problema matemático dos R$ 1.000 'bugou' a internet, mas a gente te explica;https://educacao.uol.com.br/noticias/2023/03/15/problema-dos-r-1000-bugou-a-internet-mas-a-gente-te-explica.htm;"Nas redes, o perfil Lu do Magalu, atendente virtual do Magazine Luiza, brincou com o episódio e postou: ""E aí: foi marketing ou eu buguei?""";https://www.terra.com.br/economia/na-madrugada-internautas-ganham-desconto-de-r-1-mil-para-compras-no-magazine-luiza,145174b2e3f9c9f8689d19c167b19f9942kqfqkf.html?utm_source=clipboard;Cuidado com a música que você ouve, ela pode 'bugar' seu Android Auto;https://quatrorodas.abril.com.br/noticias/cuidado-com-a-musica-que-voce-ouve-ela-pode-bugar-seu-android-auto
20/11/2023 11:29;sextar;verbo;derivação sufixal;Pyetra;Mas, mesmo dentro de casa, é possível reunir os amigos, marcar encontros e se divertir em uma sexta-feira à noite: o famoso 'sextar'. - G1;https://g1.globo.com/sp/santos-regiao/noticia/2020/03/27/sextou-na-quarentena-veja-dicas-de-como-aproveitar-a-sexta-feira-no-isolamento-social.ghtml;Sextou? Cerveja gelada pode não ser a melhor opção para enfrentar a onda de calor;https://g1.globo.com/saude/noticia/2023/11/17/sextou-cerveja-gelada-pode-nao-ser-a-melhor-opcao-para-enfrentar-a-onda-de-calor.ghtml;Deborah Secco usou sua conta nas redes sociais para contar que está na contagem regressiva para sextar, nesta sexta-feira (17). - Revista Glamour;https://glamour.globo.com/entretenimento/celebridades/noticia/2021/09/deborah-secco-se-prepara-para-sextar.ghtml
07/09/2024 19:33;autoisolar;verbo;derivação prefixal;Karina;A partir de 16 de agosto, pessoas completamente vacinadas e crianças não vão precisar se autoisolar no Reino Unido após terem contato com alguém que tenha testado positivo para a Covid-19, anunciou nesta terça-feira o ministro da Saúde, Sajid Javid;https://oglobo.globo.com/mundo/pessoas-vacinadas-nao-precisarao-se-autoisolar-apos-contato-com-paciente-de-covid-anuncia-ministro-da-saude-britanico-25093806;O Brasil tem cerca de 5 milhões de profissionais que atuam na área da saúde e grande parte deles se expõe diariamente ao novo coronavírus com a missão de salvar vidas. São médicos, enfermeiros, auxiliares, motoristas de ambulâncias e muitas outras funções que colocam em risco a própria vida para garantir as dos demais. Muitos desses profissionais se autoisolaram das famílias de forma preventiva;https://www.cnnbrasil.com.br/saude/profissionais-de-saude-relatam-autoisolamento-longe-da-familia-durante-pandemia/;Amigas de uma vida inteira, Doreen, Dotty e Carol, todas aposentadas, disseram à BBC que pretendem se autoisolar durante sete dias e, ao final disso, se todas estiverem bem, passar a morar juntas na casa de uma delas;https://www.bbc.com/portuguese/internacional-51959597
14/09/2024 11:32;flopar;verbo;"empréstimo; derivação sufixal";Julia;Nenhum aliado do ex-presidente Jair Bolsonaro admite em público, mas a manifestação do ultimo domingo (21), em Copacabana, no Rio de Janeiro, foi, de fato, um fiasco. A palavra que mais circulou nas redes nos dias que se seguiram foi “flopou”;https://revistaforum.com.br/politica/2024/4/25/bolsonaro-foi-avisado-que-ato-poderia-flopar-mas-insistiu-ser-capaz-de-mover-multides-157876.html;Poucos antes do lançamento de Guardiões da Galáxia, críticos previram que o filme seria o primeiro filme da Marvel a flopar – o que não aconteceu;https://www.otempo.com.br/entretenimento/filmes-e-series/chris-pratt-comenta-previsoes-de-que-guardioes-da-galaxia-iria-flopar-1.2839252;Inspirada nos livros escritos por Stephen King, a franquia A Torre Negra vai ganhar uma nova chance na TV. Após flopar no cinema com o criticado longa estrelado por Idris Elba e Matthew McConaughey, o projeto foi “ressuscitado” pelas mãos de Mike Flanagan, criador de A Maldição da Residência Hill (2019) e O Clube da Meia-Noite (2022);https://tangerina.uol.com.br/filmes-series/a-torre-negra-franquia-ressuscita-serie/
14/09/2024 11:49;reindexar;verbo;derivação prefixal;Julia;Por isso, apresentou um leque de propostas claramente escoradas na esquerda: aumento do salário mínimo, que está em 1.050 euros mensais desde janeiro, além de reindexar as pensões pela inflação e dedicar 5% do PIB para a Educação. Tudo isso – garante ele – mantendo as metas de redução do déficit e da dívida em 2% e 95,8% do PIB, respectivamente, até o fim do ano;https://istoe.com.br/presidente-espanhol-apresenta-programa-para-tentar-formar-governo/;“Naquele tempo tinha um ajuste fiscal a ser feito e a expectativa de crescimento era de menos 4%, não tinha erro. Só tínhamos medo da economia reindexar, aí seria uma outra história”, contou durante evento no BC do Rio de Janeiro, que conta com a presença de 14 ex-presidentes do banco e também de Campos Neto;https://istoedinheiro.com.br/arminio-uma-reforma-da-previdencia-mais-ou-menos-vai-ser-ducha-de-agua-fria/;Esta redução na vida útil da bateria dos celulares após a chegada de uma nova atualização é vista como normal para muitos especialistas. Isso porque o dispositivo trabalha em segundo plano para reindexar fotos, arquivos e aplicativos;https://www.oficinadanet.com.br/apple/32216-acelerar-macbook
15/09/2024 19:54;rootear;verbo;dois processos (especificar na nota);Beatriz;A Microsoft liberou na última semana os aplicativos do Android para usuários Insider do Windows 11. Com a chegada do recurso, usuários descobriram que também é possível rootear o sistema no computador;https://olhardigital.com.br/2021/10/25/reviews/usuarios-conseguem-fazer-root-em-android-do-windows-11/;"Há o risco, inclusive, de danificar o sistema do aparelho de forma irreversível, embora ele seja pequeno caso você siga o passo a passo com cuidado. O processo de ""rootar"" ainda pode variar bastante de acordo com modelo do seu gadget Android";https://www.techtudo.com.br/noticias/2013/10/como-um-fazer-root-no-celular-android.ghtml;Muita gente trata de rootear o Android para personalizá-lo irrestritamente. Mas, às vezes, essa turma dá de frente com alguns problemas inusitados;https://tecnoblog.net/noticias/netflix-app-android-root/
15/09/2024 20:10;desaposentar;verbo;derivação prefixal;Beatriz;Os aposentados que adquiriram aumentos provisórios no benefício com ações judiciais para se desaposentar passaram a ser cobrados pelo INSS (Instituto Nacional do Seguro Social) a devolver os valores recebidos;https://veja.abril.com.br/economia/inss-cobra-restituicao-de-beneficio-pago-a-desaposentados;Justiça manda GDF desaposentar servidora afastada após depressão. Auxiliar de enfermagem enfrentou doença após morte de parentes, mas se tratou e foi considerada apta a voltar ao trabalho;https://www.metropoles.com/distrito-federal/justica-distrito-federal/justica-manda-gdf-desaposentar-servidora-afastada-apos-depressao;"Por ordem do presidente Marcio Braga e por uma questão de funcionalidade, o Rubro-Negro vai ""desaposentar"" a camisa no jogo contra o Goiás, na próxima quarta-feira, no Serra Dourada";https://ge.globo.com/Esportes/Noticias/Times/Flamengo/0,,MUL709553-9865,00-MARCIO+BRAGA+MANDA+GOYO+CHUPAR.html
22/01/2025 14:21;Hipersexualizar;verbo;derivação prefixal;Ana Letícia;“Eu, como menino veado e preto, menino bicha e preta, vou falar para vocês, meninos bichas brancas: Parem de hipersexualizar os nossos corpos. Parem de achar que a gente é ‘o negão’ que vai satisfazer os seus desejos. Olhem para a nossa afetividade”, disse o ator;https://extra.globo.com/famosos/icaro-silva-fala-sobre-racismo-no-movimento-gay-parem-de-hipersexualizar-nossos-corpos-24467943.html?versao=amp;"A fotografia de uma menina de 10 anos sentada com as pernas dobradas, vestindo uma saia justa e curta e tomando sorvete gerou forte controvérsia no Chile. A imagem - publicada em diferentes partes do país como parte da campanha publicitária de uniformes escolares da marca chilena Monarch - foi questionada por ""hipersexualizar"" uma menina menor de idade";https://www.bbc.com/portuguese/internacional-51517379.amp;"Independente de seus méritos e deméritos artísticos, ""Lindinhas"", polêmico drama franco-senegalês em cartaz na Netflix, vem causando burburinho desde o seu lançamento, no último dia 9 de setembro. O longa-metragem de Maïmouna Doucouré é um dos assuntos mais comentados nas redes sociais. Muitos internautas (a maioria sem vê-lo) acusam a produção de hipersexualizar crianças, especialmente por exibi-las dançando de maneira provocante";https://www.agazeta.com.br/hz/filmes-e-series/entenda-a-polemica-por-tras-de-lindinhas-exibido-na-netflix-1021
07/02/2025 16:08;exposed;verbo;empréstimo;Matheus Lima Jardim;"O deputado mais bem votado do país, Nikolas Ferreira (PL-MG) afirmou que o bilionário teve coragem ao fazer um ""exposed mundial"", em referência ao termo em inglês que significa expor algo sobre uma empresa ou pessoa";https://oglobo.globo.com/blogs/sonar-a-escuta-das-redes/post/2024/04/exposed-x-atentado-a-soberania-o-que-gleisi-nikolas-e-mais-deputados-dizem-sobre-embate-entre-musk-e-moraes.ghtml;Um grupo de estudantes realizou no Instagram postagem com o termo #Exposed, usado para denunciar pessoas por estupro e crimes sexuais;http://g1.globo.com/ce/ceara/noticia/2020/10/06/exposed-mp-apura-denuncias-de-estupro-em-redes-sociais-e-prende-professor-suspeito-no-ceara.ghtml;Se as redes sociais se tornaram a nova TV na quarentena, é provável que você já tenha se deparado com o termo “exposed” em alguma postagem. A palavra em inglês para exposto ou exposta tem sido usada como definição de uma das mais recentes ondas do universo digital: a revelação de um fato criminoso ou questionável e de seu respectivo autor, em plataformas como Twitter e Instagram;https://oglobo.globo.com/ela/gente/depois-da-lacracao-do-cancelamento-exposed-a-moda-da-vez-nas-redes-24512104
07/02/2025 16:28;encriptar;verbo;derivação parassintética;Matheus Lima Jardim;As autoridades alegam ficar com menos meios para prevenir crimes com a decisão da Meta de encriptar as mensagens de ponta-a-ponta sem manter o registo dos dados;https://www.dn.pt/sociedade/europol-declara-guerra-as-mensagens-encriptadas-que-travam-investigacoes-pj-juntou-se-ao-alerta;Especialistas do mundo todo estão tentando consertar uma falha em uma biblioteca de softwares usada para encriptar informações confidenciais;https://revistagalileu.globo.com/Tecnologia/Internet/noticia/2014/04/bug-heartbleed-deixa-comunicacoes-encriptadas-vulneraveis.html;Com apenas um toque de botão, é possível encriptar todo o seu tráfego de internet, ficando protegido contra hackers e outros golpes virtuais;https://gizmodo.uol.com.br/nordvpn-review-proteja-seus-dados-na-internet-pagando-ate-57-off/
25/04/2026 12:29;Xenobot;substantivo masculino plural;dois processos (especificar na nota);Julia Lima;"1 - ""Xenobots: como funcionam os 'robôs Pac-Man' que podem se reproduzir sozinhos""";https://g1.globo.com/inovacao/noticia/2021/12/01/xenobots-como-funcionam-os-robos-pac-man-que-podem-se-reproduzir-sozinhos.ghtmlhttps://g1.globo.com/inovacao/noticia/2021/12/01/xenobots-como-funcionam-os-robos-pac-man-que-podem-se-reproduzir-sozinhos.ghtml;"2 - ""Xenobot: Cientistas descobrem que 'robôs vivos' conseguem se reproduzir""";https://www.correiobraziliense.com.br/ciencia-e-saude/2021/12/4967320-xenobot-cientistas-descobrem-que-robos-vivos-conseguem-se-reproduzir.html;"3 - ""Chamados de xenobots, eles podem se regenerar sozinhos, transportar substâncias e ter aplicações para a nossa saúde""";https://revistagalileu.globo.com/Tecnologia/noticia/2020/01/cientistas-criam-primeiro-robo-vivo-com-celulas-de-ra-entenda.html
25/04/2026 15:53;Cyberbullying;substantivo masculino;empréstimo;Julia Lima;"1 - ""Polícia investiga denúncia de cyberbullying sofrido por astro de reality show encontrado morto""";https://revistamonet.globo.com/noticias/noticia/2026/04/astro-do-reality-quem-da-mais-foi-vitima-de-cyberbullying-antes-de-ser-encontrado-morto-revela-amigo.ghtml;"2 - ""Privacidade, Dados Pessoais e a Urgência na Proteção contra o Cyberbullying""";https://jornaldobras.com.br/noticia/117273/privacidade-dados-pessoais-e-a-urgencia-na-protecao-contra-o-cyberbullying;"3 - ""Mais de 2,5 mil casos de bullying e cyberbullying foram registrados no TO em dois anos""";https://g1.globo.com/to/tocantins/videos-ja-2-edicao-to/video/mais-de-25-mil-casos-de-bullying-e-cyberbullying-foram-registrados-no-to-em-dois-anos-14504341.ghtml
25/04/2026 16:13;Olhante;substantivo e adjetivo de dois gêneros;derivação sufixal;Julia Lima;"1 - ""O olhante está no papel de quem está de olho em alguém de forma romantizada, mas que não avança para outras etapas.""";https://g1.globo.com/saude/noticia/2024/02/15/olhante-ficante-conversante-veja-lista-e-defina-seu-status-de-relacionamento-pos-carnaval.ghtml;"2 - ""[...] ter um olhante é sempre ter a esperança de que algo vai acontecer para aproximar as pessoas, mas raramente acontece.""";https://www.opovo.com.br/vidaearte/2024/09/28/namoro-ou-ficante-confira-5-niveis-de-relacionamentos-amorosos.html;"3 - ""sem olhante sem conversante sem ficante sem curtante sem respondante sem respirante"" *)";https://x.com/i/status/1736888467483705607
28/04/2026 08:43;red flag;substantivo feminino;empréstimo;Larissa;"Contexto 1: ""Red flag"" ou ""bandeira vermelha"", na tradução do inglês, é um termo que vem sendo usado no TikTok para alertar mulheres sobre características tóxicas no relacionamento. Link 1";https://www.terra.com.br/vida-e-estilo/comportamento/red-flag-entenda-significado-por-tras-da-trend-das-redes-sociais,2f37f17097a9995ccad8e08bb30b1a41p3p1g0rn.html;"Contexto 2: Por isso, listamos aqui algumas red flags —termo em inglês que significa ""bandeiras vermelhas"", em tradução livre— que você não deve ignorar em um relacionamento. São sinais de alerta que servem justamente para evitar que a relação siga um rumo nada saudável. Link 2";https://www.uol.com.br/vivabem/noticias/redacao/2024/01/15/red-flags-que-voce-nao-deve-ignorar-em-um-relacionamento.htm;Contexto 3: O emoji de bandeira vermelha (red flag, em inglês) é usado para chamar a atenção para algo que pode oferecer perigo. Sabendo disso, usuários do Twitter têm se apropriado do ícone para sinalizar situações, pensamentos ou mesmo características pessoais que são negativas. O meme da bandeira vermelha (??), entretanto, teria começado a partir de uma corrente no TikTok na qual deveria-se apontar características tóxicas em parceiros para alertar mulheres sobre os perigos de relacionamentos abusivos. Os posts eram assinalados com hashtag #RedFlags. Link 3;https://www.techtudo.com.br/noticias/2022/06/red-flag-entenda-significado-do-meme-que-tomou-conta-do-twitter.ghtml
28/04/2026 08:53;conversante;substantivo de dois gêneros;derivação sufixal;Larissa;Contexto 1: Já o conversante é um tanto quanto platônico, mas com um pé na realidade. Exclusivamente on-line, essa é aquela relação em que você pode até passar madrugadas conversando, falar de intimidades, comentar futilidades, mas a conversa não rende um encontro. Link 1;https://g1.globo.com/saude/noticia/2024/02/15/olhante-ficante-conversante-veja-lista-e-defina-seu-status-de-relacionamento-pos-carnaval.ghtml;"Contexto 2: É cada vez mais comum ouvir relatos de mulheres que sofrem diferentes tipos de abusos nessas dinâmicas sem compromisso que ganham cada vez mais espaço na cultura brasileira. Nomenclaturas como ""conversantes"", ""ficantes"" e até ""ficantes premium plus"" são cada vez mais comuns, podendo, ou não, evoluir para status mais tradicionais, como namoro, noivado e casamento. Link 2";https://www.uol.com.br/universa/noticias/azmina/2024/11/13/seu-conversante-pode-ser-abusivo-saiba-como-se-livrar-dessa-dinamica.htm;Contexto 3: Tudo estava dando certo enquanto a estudante Gabriela*, de 27 anos, mantinha bate-papos frequentes com sua conversante – termo viral utilizado por jovens nas redes sociais brasileiras para descrever relacionamentos que se baseiam na troca de mensagens virtuais. Link 3;https://www.otempo.com.br/interessa/saiba-o-que-e-conversante-termo-que-define-um-tipo-de-relacao-com-o-crush-1.3250959
28/04/2026 09:10;criptoanarquista;substantivo e adjetivo de dois gêneros;composição neoclássica;Larissa;Contexto 1: O dinheiro digital era o sonho dos chamados criptoanarquistas, ativistas que imaginavam um mundo em que a criptografia transformaria a sociedade. Link 1;https://cointimes.com.br/voce-esta-investindo-no-bitcoin-errado/;Contexto 2: Um desses ativistas é Timothy C. May, um engenheiro eletrônico que trabalhou como cientista sênior para a Intel, ele ficou famosos pelo seu Manifesto Criptoanarquista. Link 2;https://cointimes.com.br/voce-esta-investindo-no-bitcoin-errado/;Contexto 3: Os criptoanarquistas acreditam que a tecnologia, especialmente a criptografia, pode garantir mais liberdade e privacidade na internet. Para eles, ferramentas digitais devem proteger o indivíduo de qualquer forma de vigilância e permitir trocas financeiras e comunicacionais sem interferência externa. Link 3: Pedi ao chat para criar esse contexto 3;
01/05/2026 00:14;etarismo;substantivo masculino;derivação sufixal;Julia Lyra;Etarismo, idadismo ou ageísmo? De acordo com a pesquisadora Mirian Goldenberg, antropóloga e professora da Universidade Federal do Rio de Janeiro (UFRJ), os três termos estão corretos e podem ser usados para definir o preconceito ou a violência contra pessoas devido à idade;https://oglobo.globo.com/brasil/educacao/enem-e-vestibular/noticia/2025/11/09/etarismo-idadismo-ou-ageismo-qual-e-o-certo.ghtml;Apresentação de filmes que discutem o envelhecimento e o etarismo é a proposta do Festival Cine Inclusão 60+, que chega neste ano à sua quinta edição;https://agenciabrasil.ebc.com.br/cultura/noticia/2025-08/festival-cine-inclusao-60-discute-etarismo-e-envelhecimento;No fundo, O Último Azul sugere algo essencial: o contrário do etarismo não é apenas proteger os mais velhos, mas reconhecê-los como pessoas inteiras;https://elos.org.br/o-ultimo-azul-e-o-etarismo-que-se-esconde-no-cuidado/
01/05/2026 00:23;brain rot;substantivo masculino;empréstimo;Julia Lyra;“Brain rot” (ou “deterioração cerebral”, na tradução do inglês para o português) é o nome dado ao processo de danificação do estado mental ou intelectual de uma pessoa, em razão do consumo excessivo de conteúdo trivial e pouco desafiador, nos dias atuais muito associado ao uso excessivo das telas;https://www.einstein.br/n/vida-saudavel/3-pontos-para-entender-o-que-e-brain-rot-e-como-evita-lo;Existe um termo que tem ganhado força recentemente para descrever esse fenômeno: “brain rot”, ou, em português, “apodrecimento cerebral”;https://www.ecommercebrasil.com.br/artigos/brain-rot-e-inteligencia-artificial-como-a-tecnologia-afeta-nossa-capacidade-de-pensar;Pesquisadores alertam para o avanço do chamado “brain rot”, termo usado para descrever o declínio cognitivo associado ao uso excessivo de inteligência artificial (IA) e redes sociais;https://www.estadao.com.br/link/cultura-digital/brain-rot-veja-como-usar-a-inteligencia-artificial-sem-atrofiar-o-cerebro-nprei/
01/05/2026 13:47;bitcoiner;substantivo masculino e adjetivo;derivação sufixal;Julia Magnavita;Os Bitcoiners estavam visivelmente mais otimistas nas redes sociais neste fim de semana, já que as chances de um corte na taxa de juros do Banco Central dos EUA (Fed) em dezembro quase dobraram em comparação com apenas um dia antes;https://br.tradingview.com/news/cointelegraph:3f593e81cbc81:0/;Ko’e Rory, uma comunidade localizada no Paraguai, mais especificamente no departamento do Alto Paraná, já conta com seus primeiros bitcoiners. Isso graças à dedicação de Lisa Vera, uma engenheira ambiental que trabalha na indústria cripto e que usa seu tempo livre para ensinar crianças e adultos sobre sua profissão e sobre liberdade financeira através do Bitcoin;https://portaldobitcoin.uol.com.br/lisa-vera-a-engenheira-que-esta-formando-os-primeiros-bitcoiners-em-uma-comunidade-no-paraguai/;Um grupo de Bitcoiners lançou a plataforma The Bitcoin Evidence Base, ferramenta de IA open-source que gera respostas baseadas em evidências para combater equívocos sobre o impacto ambiental, uso de energia e papel financeiro do Bitcoin;https://www.spacemoney.com.br/investimentos/criptomoeda/bitcoiners-lancam-base-de-evidencias-contra-fud/
01/05/2026 13:55;decretaço;substantivo masculino;derivação sufixal;Julia Magnavita;"O ""decretaço"" modifica ou revoga cerca de 300 leis em vigor hoje e trará grandes mudanças em setores diversos como imobiliário, supermercados, turismo, venda de automóveis, medicina e área de trabalho";https://www.bbc.com/portuguese/articles/cq510jj8wlro;O “decretaço” incluiu o endurecimento das políticas migratórias do país, a revogação de cerca de 80 decretos assinados pelo ex-presidente Joe Biden, a reformulação na “burocracia” de Washington, o perdão a condenados pelo ataque ao Capitólio e a autorização ao TikTok para operar por mais 75 dias, um dia após a plataforma ter sido suspensa no país;https://oglobo.globo.com/mundo/noticia/2025/01/20/trump-promove-decretaco-mirando-em-imigracao-irregular-comercio-e-acordo-de-paris-em-1o-ato-apos-a-posse.ghtml;Agora, o Decreto Nacional de Urgência (DNU) de Milei, apelidado de “decretaço”, vai para a Câmara dos Deputados. Para que o texto seja derrubado, é necessário que ambas as casas do Congresso argentino o rejeitem;https://g1.globo.com/mundo/noticia/2024/03/14/senado-da-argentina-decretaco.ghtml
01/05/2026 14:04;e-cigar;substantivo masculino;formação com splinter;Julia Magnavita;O medo, no entanto, é de que a falsa sensação de que os e-cigars são seguros acabe estimulando o fumo entre pessoas que, de outro modo, nem se tornariam fumantes;https://oglobo.globo.com/saude/especialistas-ate-industria-do-tabaco-concordam-que-cigarro-eletronico-faz-mal-saude-22022305;"O dispositivo eletrônico para fumar (DEF) também é conhecido como cigarro eletrônico, vaper, pod, e-cigarette, e-ciggy, e-pipe, e-cigar, heat not burn (tabaco aquecido), entre outros. Os DEFs foram criados em 2003 e, nesses 20 anos, passaram por diversas apresentações: os produtos descartáveis - de uso único; os produtos recarregáveis com refis líquidos (que contêm, em sua maioria, propileno glicol, glicerina, nicotina e flavorizantes) - em sistema aberto ou fechado; os produtos de tabaco aquecido, com um dispositivo eletrônico em que se acopla um refil com tabaco; os sistemas ""pods"", que contêm sais de nicotina e outras substâncias diluídas em líquido e se assemelham a pen drives, entre outros";https://gauchazh.clicrbs.com.br/saude/noticia/2023/03/perguntas-e-respostas-sobre-o-cigarro-eletronico-e-seus-riscos-clerai6zk005t016mq5espch6.html;Nos Estados Unidos, a marca de e-cigars que mais cresce em procura é a Juul. A fama deste dispositivo vaporizador vem do encantamento dos jovens com a oferta de oito sabores viciantes, como hortelã, manga, crème brûlée, pepino e mix de frutas. Embora tenham outros sabores em estoque, em uma reportagem da revista norte-americana New Yorker, os representantes da marca alegaram que não lançariam novidades — na tentativa de evitar a procura pelo público mais jovem;https://casapino.com.br/viver-bem/saude-e-bem-estar/cigarro-eletronico-ajuda-a-parar-de-fumar/
01/05/2026 15:52;chatgptização;substantivo feminino;derivação sufixal;Julia Lyra;A ChatGPTização da criatividade é a reprodução dessa lógica maquínica, em que o processo criativo é marcado por uma pesquisa criativa viciada em referências e despreocupada com autoria;https://nossomeio.com.br/a-chatgptizacao-da-criatividade/;Nesse sentido, existe um risco do que chamo de “ChatGPTização”, uma alusão ao ChatGPT, chatbot com inteligência artificial que interage com humanos e fornece soluções em texto para diferentes questionamentos e solicitações;https://www.prosperidadeconteudos.com/web-summit-rio/;os álbuns de música são lançados não faz nem 24h e já tem crítica especializada dando opinião, é a chatgptização das coisas;https://x.com/i/status/1786357966381125940
01/05/2026 16:00;hiperpersonalização;substantivo feminino e adjetivo;derivação prefixal e sufixal;Augusto;Estadão “A hiperpersonalização funciona como estratégia de fidelização e diferencial competitivo, transformando a experiência do cliente de algo funcional para algo significativo.”;https://www.estadao.com.br/brasil/macaco-eletrico/hiperpersonalizacao-desponta-como-chave-para-fidelidade-de-clientes-bancarios/;Época Negócios “Depois, liga a TV e vai direto na lista de séries recomendadas, encontrando uma estreia sobre espionagem exatamente no seu estilo. Por fim, vai para a cama com um livro de ficção científica indicado por seu site de compras favorito. Esses são apenas exemplos corriqueiros de como a hiperpersonalização já está presente em nossas vidas.”;https://epocanegocios.globo.com/tecnologia/noticia/2025/10/como-conquistar-o-cliente-na-era-da-hiperpersonalizacao.ghtml;O Globo “Na era da hiperpersonalização, os cuidados com a pele também evoluem, e passam longe das soluções genéricas. Protocolos individualizados, que combinam tecnologias de ponta como lasers moduláveis, ultrassons inteligentes e bioestimuladores personalizados, estão transformando a forma como envelhecemos.”;https://oglobo.globo.com/ela/noticia/2025/10/04/hiperpersonalizacao-na-estetica-como-novos-tratamentos-se-adaptam-ao-seu-tipo-de-pele.ghtml
01/05/2026 16:01;luto ecológico;locução substantiva;composição;Augusto;"O Globo Algumas reportagens recentes chegaram a sugerir que emoções como o ""luto ecológico"" poderiam levar as pessoas a adotar estratégias de enfrentamento prejudiciais à saúde, incluindo o aumento do consumo de álcool ou drogas.”";https://oglobo.globo.com/saude/noticia/2025/12/19/as-mudancas-climaticas-afetam-a-saude-mental-de-tres-formas-principais-entenda.ghtml;Midia Ninja “Enquanto o Estado considerar o luto ecológico como algo meramente sentimental, continuará a criar políticas superficiais, desprovidas de profundidade emocional e justiça ambiental. É necessário que a política climática reconheça o sofrimento como parte da luta, não como um sinal de fraqueza.”;https://midianinja.org/opiniao/o-luto-como-potencia-politica-aprender-a-chorar-a-floresta/;O Eco “Dessa forma, não é nenhum exagero dizer que viver nos dias das mudanças climáticas significa viver na era do luto ecológico e que este pode se transformar, ou potencializar aspectos patológicos e existenciais.”;https://oeco.org.br/colunas/luto-ecologico-e-protagonismo-climatico/
